#,,,,,"generated_by='OpenQuake engine 3.16.1', start_date='2023-05-23T00:22:57', checksum=843156240, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete
structural,1.60378E+04,3.35001E+04,3.98111E+04,2.19801E+04,3.19169E+04
